Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Failure Type,y_labels
1,299.60717707091413,309.51432220897505,1390,58.742838895512456,194,2,Overstrain Failure
1,299.05455580153284,309.9513097873566,1367,56.312984056704906,203,2,Overstrain Failure
1,303.4934682285255,312.7168352856569,1248,61.1267098575065,206,2,Overstrain Failure
1,301.119932775687,310.4532847824406,1354,57.93335200675361,195,2,Overstrain Failure
1,296.39799152244785,306.71179350054337,1373,55.09460536911637,215,2,Overstrain Failure
1,299.52236653449444,309.40894661379775,1389,58.697113941325625,195,2,Overstrain Failure
1,301.0206916406997,311.5003842448332,1462,52.74559557949139,208,2,Overstrain Failure
1,298.07910263757867,308.2472649082809,1406,55.171665711477594,218,2,Overstrain Failure
1,301.3659802381211,310.63098572753194,1354,57.865005489410805,195,2,Overstrain Failure
1,298.07148991411714,308.20261082245787,1370,55.82132745499557,212,2,Overstrain Failure
1,303.78327750312275,312.9498325093682,1363,59.38160259680478,203,2,Overstrain Failure
1,301.10631176841054,310.8978960771965,1288,62.17578366548193,189,2,Overstrain Failure
1,300.5272165837421,310.37154825858335,1377,55.80577844078171,208,2,Overstrain Failure
1,300.6900971160576,310.31218007033794,1378,57.24365402110138,203,2,Overstrain Failure
1,298.98343706893513,309.31968699396737,1305,61.10218744377415,193,2,Overstrain Failure
1,298.09502415497724,308.2366505633485,1407,54.96468598529601,218,2,Overstrain Failure
1,300.24886324200634,310.12433277248203,1286,62.449851727218224,187,2,Overstrain Failure
1,298.0,308.21362520140565,1364,53.43138285481989,217,2,Overstrain Failure
1,300.48380992002393,310.37148163556486,1360,60.3,206,2,Overstrain Failure
1,300.1361341956531,309.8242577202898,1377,54.56386580434691,205,2,Overstrain Failure
1,300.6184925111091,310.50627558656237,1399,54.552469296125174,213,2,Overstrain Failure
1,302.6156686300268,312.2854156348815,1412,53.550903554090205,245,2,Overstrain Failure
1,301.4569647194617,311.1677235395963,1366,57.92822232510348,207,2,Overstrain Failure
1,298.95100594930386,309.5533546201632,1367,55.53355493653376,215,2,Overstrain Failure
1,298.2419096942386,308.5066311971621,1405,56.07904515288072,219,2,Overstrain Failure
1,299.34921740924915,309.1214167672921,1348,59.29361612533504,203,2,Overstrain Failure
1,297.1510216368982,308.38461213802555,1289,61.93359050112738,199,2,Overstrain Failure
1,300.9952733317891,310.9949582205751,1398,58.002520889712464,190,2,Overstrain Failure
1,298.62855187289426,308.641060428503,1307,62.09816417429155,195,2,Overstrain Failure
1,299.6354717446814,310.4421069479909,1441,48.42814462174901,232,2,Overstrain Failure
1,300.7,311.88344592051766,1335,57.315203033270016,193,2,Overstrain Failure
1,300.59703095766605,310.20448936895514,1381,57.70296904233393,201,2,Overstrain Failure
1,299.0315416954777,309.1182157871861,1375,55.51112348618063,204,2,Overstrain Failure
1,300.7522663957253,310.67326918160614,1338,59.04271967487039,203,2,Overstrain Failure
1,301.7316982136554,311.02113214243695,1276,64.09264196144947,182,2,Overstrain Failure
1,302.582428786113,312.10244090762563,1448,52.202562122752504,213,2,Overstrain Failure
1,302.8681437782106,311.94736818028576,1357,57.19612201037591,194,2,Overstrain Failure
1,300.52045569408915,310.20936708732677,1378,57.21281012619802,203,2,Overstrain Failure
1,299.7633558948512,309.02306407790763,1383,53.23737364750776,217,2,Overstrain Failure
1,300.4262727859596,310.1127341305227,1379,57.170911376840905,203,2,Overstrain Failure
1,301.80716259248214,310.7517906481205,1381,51.023140278192066,223,2,Overstrain Failure
1,301.036375788336,310.6349664371157,1378,52.2335570858954,218,2,Overstrain Failure
1,298.43217717677055,308.5305996619334,1308,61.59495401547458,192,2,Overstrain Failure
1,301.668220170968,310.8745576217395,1413,52.66822017096801,238,2,Overstrain Failure
1,300.0242550881955,310.51818327940714,1374,53.01211147061883,223,2,Overstrain Failure
1,299.41168868374865,309.294712603169,1376,55.1717065323673,205,2,Overstrain Failure
1,296.93343156640947,308.1533726265638,1289,62.1378792852898,199,2,Overstrain Failure
1,298.17351401322594,308.5966034588022,1362,52.999150864700546,216,2,Overstrain Failure
1,300.49208707105254,311.2474775736848,1270,66.84322689736013,207,2,Overstrain Failure
1,302.8152927237048,312.2122341789638,1367,57.47105538513839,206,2,Overstrain Failure
1,302.02432537528625,310.94831976848815,1350,60.27231416169008,206,2,Overstrain Failure
1,300.7698462597352,311.76637761275134,1264,60.713007426189435,196,2,Overstrain Failure
1,301.4012014791049,310.5807208874629,1351,59.1819223665678,207,2,Overstrain Failure
1,300.45269141832176,310.4185969711724,1352,56.90848233183893,209,2,Overstrain Failure
1,302.02471561179925,311.65229858074554,1238,65.84656386645143,189,2,Overstrain Failure
1,298.59847007258014,310.1547055958779,1489,50.659793673610686,218,2,Overstrain Failure
1,299.83235202948777,310.743136039317,1400,52.12810660113833,220,2,Overstrain Failure
1,298.0275390806412,308.3101563225647,1349,57.45058504858275,203,2,Overstrain Failure
1,299.3255363446077,309.64184544820256,1337,55.986051517265814,205,2,Overstrain Failure
1,300.72574192728075,310.1970322908771,1308,64.30989236374303,194,2,Overstrain Failure
1,302.6540917554946,312.3755156029305,1476,46.501996275823565,249,2,Overstrain Failure
1,299.90013198775694,309.3967678572803,1377,52.87658307442062,215,2,Overstrain Failure
1,301.6030062858314,310.7539628313232,1433,51.800819896135835,221,2,Overstrain Failure
1,298.16221449491104,308.31715491299127,1348,58.754940418080274,201,2,Overstrain Failure
1,302.04648174729107,311.1906715288797,1356,58.674360088445006,195,2,Overstrain Failure
1,300.96726849082063,310.45417588714884,1379,57.09706464308773,204,2,Overstrain Failure
1,299.33243202874775,308.6764469249054,1384,53.52123650161265,218,2,Overstrain Failure
1,300.0026751420457,309.17255011574093,1383,52.7411748263886,221,2,Overstrain Failure
1,300.3216999240746,311.11905986333437,1338,58.9800601164189,189,2,Overstrain Failure
1,297.4731383799591,308.32103489087194,1399,56.65712034275885,205,2,Overstrain Failure
1,300.1457903577951,309.65831614311804,1382,55.82936435414267,202,2,Overstrain Failure
1,298.0353605367618,308.36472011502036,1307,61.1175996165987,190,2,Overstrain Failure
1,299.1620287434836,310.0155071858709,1366,56.50676247827853,203,2,Overstrain Failure
1,300.732556130147,310.1697754794122,1308,64.40074840195926,194,2,Overstrain Failure
1,299.8002550622022,309.3006558742342,1298,65.09861537661668,211,2,Overstrain Failure
1,299.99573379530244,309.59829351812095,1384,56.519624541608685,200,2,Overstrain Failure
1,302.7828609702809,311.8228570011007,1400,52.36000396918022,211,2,Overstrain Failure
1,303.99934477164834,312.89956318109887,1362,62.48755066131832,199,2,Overstrain Failure
1,300.7558832690712,309.64488614526994,1416,51.75588326907123,232,2,Overstrain Failure
1,300.09499693282913,309.82700020447805,1377,54.60500306717088,205,2,Overstrain Failure
1,299.6717469781923,309.6034292102798,1380,57.001143070093256,203,2,Overstrain Failure
1,303.78063552807936,312.9419065842381,1363,59.29970137046013,202,2,Overstrain Failure
1,298.9194374853851,309.5537783891615,1399,55.5313181924472,217,2,Overstrain Failure
1,302.36271491908184,311.749475348544,1362,61.5264791410757,202,2,Overstrain Failure
1,301.27650545519674,310.81232811869614,1399,54.185206257564616,212,2,Overstrain Failure
1,300.9815163742625,310.88212522971986,1447,52.463032748525116,215,2,Overstrain Failure
1,299.560603565672,309.49709190621405,1345,60.818244170271015,207,2,Overstrain Failure
1,300.4824543423447,309.7094726054068,1307,65.23649086846893,198,2,Overstrain Failure
1,302.1588783824172,312.1114018039558,1471,48.68093511736438,235,2,Overstrain Failure
1,302.50719418249736,311.83306688212974,1400,52.07412730036767,212,2,Overstrain Failure
1,301.5262256683555,310.44059509272853,1405,52.7428152878135,211,2,Overstrain Failure
1,298.35034403223307,308.8019454435368,1374,56.11933568550619,203,2,Overstrain Failure
1,300.0309383852635,311.4206866737431,1273,59.48704792257281,198,2,Overstrain Failure
1,301.7804616730742,311.28232687259714,1270,64.46301012859549,184,2,Overstrain Failure
1,301.50549179721924,311.4236584105991,1365,59.343683498522296,201,2,Overstrain Failure
1,300.7,311.85667492573043,1335,57.66322596550447,191,2,Overstrain Failure
1,299.9347160255238,309.83768559829844,1376,54.76528397447617,204,2,Overstrain Failure
1,299.93909812200036,309.8683713301337,1392,58.56581433493315,193,2,Overstrain Failure
1,298.64033248009326,309.50749908581423,1368,56.43133357711621,203,2,Overstrain Failure
1,298.8847224277519,309.07083345665114,1353,55.155555884403064,207,2,Overstrain Failure
1,296.8156052841887,306.9213549217491,1375,54.94291606260072,215,2,Overstrain Failure
1,298.3698944923857,309.37086697002655,1287,61.925243119410204,211,2,Overstrain Failure
1,300.5612425105276,311.2352608393947,1269,67.33668663859298,208,2,Overstrain Failure
1,299.17308615760425,308.891820041664,1345,57.867546900365866,202,2,Overstrain Failure
1,298.4262476770471,308.51968575778534,1346,59.474892155324575,198,2,Overstrain Failure
1,298.97513296732404,308.6518901886118,1288,62.5075607544471,214,2,Overstrain Failure
1,301.2818441427703,311.28064764901734,1363,56.53715697204024,198,2,Overstrain Failure
1,298.3422646466354,308.2056616165885,1413,52.11509217097016,218,2,Overstrain Failure
1,303.31424021708654,312.4928002713582,1244,62.54559828139834,202,2,Overstrain Failure
1,301.0131740969952,311.2,1270,66.74734465774037,199,2,Overstrain Failure
1,301.3063911320949,310.1447379246644,1270,57.17068566150502,194,2,Overstrain Failure
1,299.81377618090306,310.1319889213503,1398,55.001613294379695,215,2,Overstrain Failure
1,298.6815236422585,308.6708570487704,1306,62.23390433328751,195,2,Overstrain Failure
1,299.2582344550987,310.5212413639437,1482,51.22792411411275,215,2,Overstrain Failure
1,302.43934085272826,311.3531817919667,1400,53.53618184964003,210,2,Overstrain Failure
1,302.37097810669263,311.474605843356,1357,59.309832125606356,196,2,Overstrain Failure
1,303.14468216685094,312.15159689599454,1360,60.82500257674976,198,2,Overstrain Failure
1,302.7,312.3487698229652,1470,47.78567513400774,241,2,Overstrain Failure
1,300.2287970852416,310.1125548109027,1286,62.447234402422815,187,2,Overstrain Failure
1,297.0329540006735,307.8818178465683,1399,57.186931461978844,201,2,Overstrain Failure
1,302.63346297478046,312.59900289758076,1367,59.97290856407622,207,2,Overstrain Failure
1,299.11024689115015,309.15055801033606,1389,58.42583701550412,196,2,Overstrain Failure
1,299.2112428904213,310.2890417528887,1372,58.85011860137917,212,2,Overstrain Failure
1,301.711191542656,310.727797885664,1380,51.38303171504004,220,2,Overstrain Failure
1,300.76588078421486,310.1995284705289,1352,58.16540925474371,207,2,Overstrain Failure
1,299.6113913768731,309.15180751040026,1296,64.50723004160108,212,2,Overstrain Failure
1,300.7824400276929,310.60883321446863,1431,53.772765082225305,215,2,Overstrain Failure
1,298.38540506439557,308.28148576184054,1410,52.63094462453268,217,2,Overstrain Failure
1,301.5100276975447,310.87335179836316,1282,63.09512463895123,182,2,Overstrain Failure
1,300.8793106425043,310.1103450711399,1379,53.37241314362701,210,2,Overstrain Failure
1,301.5841513391108,310.7291085833733,1433,51.795677637939306,222,2,Overstrain Failure
1,299.77385821344836,310.66514428459783,1401,52.25809285900358,220,2,Overstrain Failure
1,298.83699789797777,309.0421987387867,1353,55.07919663676437,207,2,Overstrain Failure
1,298.9509733756337,309.84032861675036,1367,56.34257903553324,203,2,Overstrain Failure
1,298.1107338128672,308.2799744204041,1348,58.769240607536894,201,2,Overstrain Failure
1,303.8399297283912,312.98003513580437,1364,60.419086469085656,204,2,Overstrain Failure
1,301.83833850785226,310.66827582121294,1383,50.49758626818057,230,2,Overstrain Failure
1,302.1351671203847,311.66583370263874,1368,56.222999936690506,208,2,Overstrain Failure
1,299.6786689052476,309.5923061690128,1354,55.659088208704475,201,2,Overstrain Failure
1,300.0729791434814,310.58997020497344,1272,66.11726579793977,209,2,Overstrain Failure
1,301.3606107375215,310.8131297541595,1285,62.543104398642186,183,2,Overstrain Failure
1,300.95355668598376,310.5763595567724,1269,61.43367932496769,200,2,Overstrain Failure
1,300.7398209964118,311.3619690394702,1337,58.6787469748826,194,2,Overstrain Failure
1,300.34037510404494,310.6895359818298,1296,62.16653514947044,204,2,Overstrain Failure
1,301.0,310.98078717718045,1398,57.97310204805266,190,2,Overstrain Failure
1,302.85644980602063,311.9367879197329,1357,57.20169056856161,194,2,Overstrain Failure
1,298.9775908906641,309.0785174711779,1392,58.458424813126534,196,2,Overstrain Failure
1,299.5544734351321,310.65901288805975,1335,56.62269726463837,199,2,Overstrain Failure
1,300.5948024209071,309.7648566583052,1407,52.61497288130098,213,2,Overstrain Failure
1,299.50850595410213,309.18340238164086,1298,64.7987894859055,210,2,Overstrain Failure
1,297.0778941678522,308.3249619454042,1288,61.98676694438799,201,2,Overstrain Failure
1,300.8384998026829,310.2738997237561,1379,56.298698776633934,204,2,Overstrain Failure
1,300.7599627021681,310.8425512845189,1269,64.02299885850215,203,2,Overstrain Failure
1,301.65015185379457,310.84388287207025,1355,57.898214047014314,195,2,Overstrain Failure
1,298.52717179283934,309.45434358567866,1354,53.47282820716067,210,2,Overstrain Failure
1,300.64797304878005,310.50810780487984,1303,63.272973983733785,197,2,Overstrain Failure
1,300.40012947647347,310.8431900823604,1296,61.84215427057249,203,2,Overstrain Failure
1,302.4134499524811,312.1597121326233,1413,53.27763507092032,244,2,Overstrain Failure
1,301.6145070746274,310.5942254029859,1269,60.61901447761816,189,2,Overstrain Failure
1,300.2980472447014,310.952539933939,1394,51.17617097715374,220,2,Overstrain Failure
1,300.74066695593353,309.6243772014756,1416,51.74066695593354,232,2,Overstrain Failure
1,299.07635020847204,309.976350208472,1368,56.15810125083222,202,2,Overstrain Failure
1,301.7827327512018,311.34460398475056,1231,66.25899028410424,181,2,Overstrain Failure
1,299.32489118377447,309.5465068238257,1358,57.463319807343936,206,2,Overstrain Failure
1,300.2207780147158,309.73939315768615,1403,54.88398339868695,213,2,Overstrain Failure
1,301.6762023389616,310.9841348926411,1278,63.84291052532738,182,2,Overstrain Failure
1,299.1740260806845,309.8883982612877,1373,55.5259739193155,201,2,Overstrain Failure
1,298.73645891214346,309.27666851885914,1285,61.50750138914437,216,2,Overstrain Failure
1,301.21893683152626,311.2945736965527,1337,56.494573696552706,198,2,Overstrain Failure
1,299.9869492047628,309.56179784506844,1377,54.65808106717604,206,2,Overstrain Failure
1,300.48037127998566,311.31777232008585,1270,65.87081623881247,206,2,Overstrain Failure
1,302.7567465702734,312.14635124776913,1360,56.69747245329058,195,2,Overstrain Failure
1,298.86493001380575,308.9501770283264,1340,59.31625360057185,205,2,Overstrain Failure
1,297.63040821615374,307.96120753147426,1363,56.615204108076874,215,2,Overstrain Failure
1,303.09170324207275,312.4333625936582,1366,58.15286799711275,206,2,Overstrain Failure
1,300.7457415181402,311.01808616061993,1292,61.65495997064697,196,2,Overstrain Failure
1,300.49852582728477,309.2991959057917,1416,51.50053606280553,230,2,Overstrain Failure
1,302.2581422508344,311.7659297390513,1368,56.20584061616265,208,2,Overstrain Failure
1,296.21359157722793,306.63689263007444,1370,54.90970947561859,215,2,Overstrain Failure
1,299.8791729793565,310.8625113628417,1274,59.59062026548263,202,2,Overstrain Failure
1,297.3199996631177,308.52095210823813,1288,61.975238111280106,203,2,Overstrain Failure
1,299.3006188946313,309.1002475578525,1297,64.5839728577857,209,2,Overstrain Failure
1,299.2722451049131,309.6393880827791,1406,51.44928553320105,219,2,Overstrain Failure
1,298.0380060901332,308.28361339829297,1365,52.93420548111986,218,2,Overstrain Failure
1,303.5964307782327,312.8557169338792,1257,58.545287391456824,211,2,Overstrain Failure
1,298.92035303284365,309.06659247953456,1375,55.61039907781819,204,2,Overstrain Failure
1,301.8662392684747,311.9553276098532,1468,49.96854721871109,227,2,Overstrain Failure
1,301.8362814474036,311.60607824086736,1362,56.597421896456915,197,2,Overstrain Failure
