Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Failure Type
1,299.69017623568857,310.44201819149697,1291,61.603683911616784,209,Overstrain Failure
1,298.9673497983067,309.5224499327689,1337,56.02585002241037,205,Overstrain Failure
1,298.4532087002776,309.46597609196743,1336,56.163836958449004,205,Overstrain Failure
1,300.4810910935061,309.67838752015774,1381,52.675667839864815,216,Overstrain Failure
1,300.51491623291656,311.0403350683337,1296,61.49888310555437,201,Overstrain Failure
1,298.3036043384072,309.1500354413615,1373,56.23568897045603,202,Overstrain Failure
1,301.84232380216,310.76058095054003,1381,50.89128574189986,225,Overstrain Failure
1,300.3928125142116,310.0901484470928,1379,57.1633828156976,203,Overstrain Failure
1,299.8887723367329,310.835263691962,1398,52.83648990561794,219,Overstrain Failure
1,300.7258632214758,309.76181447675805,1383,51.85727828486293,224,Overstrain Failure
1,298.4903124894098,309.2786874767016,1367,53.341281240468845,222,Overstrain Failure
1,300.3927495013088,310.82421300336557,1296,61.88221699289497,203,Overstrain Failure
1,301.11012524593383,310.0966597000513,1340,56.64112736654691,204,Overstrain Failure
1,300.0947200113397,310.7701440211674,1339,58.552671972784765,192,Overstrain Failure
1,299.4998794955339,309.69995983184464,1337,55.96668005605179,205,Overstrain Failure
1,300.11529050336827,309.97094088654086,1366,54.52336247932913,213,Overstrain Failure
1,301.5727725097371,311.1572772509737,1255,64.9154952587634,179,Overstrain Failure
0,301.727482552174,311.3751499942996,1411,53.442494184058,239,Overstrain Failure
1,300.8969775423578,310.35576855930094,1379,56.661260762618326,204,Overstrain Failure
1,299.04864827657326,309.94864827657324,1370,55.99188965943945,201,Overstrain Failure
1,298.199786335474,308.93254989673807,1340,57.00192298073389,204,Overstrain Failure
1,298.4777345817064,308.560231489446,1310,61.45933026974516,189,Overstrain Failure
1,303.72388451604036,312.7716535481211,1360,57.54041999725118,196,Overstrain Failure
1,300.61884987480954,311.79349046068756,1398,50.463737906868886,221,Overstrain Failure
1,299.7016411274497,309.90674081426926,1339,59.77121931100296,204,Overstrain Failure
1,299.0609658476457,309.12982513701274,1391,58.51293920807604,196,Overstrain Failure
1,300.7303363958275,310.1224709541585,1379,55.62808565413048,205,Overstrain Failure
1,299.1385824513279,310.330708774336,1357,50.40472994246522,234,Overstrain Failure
1,300.6472611245932,311.7050700242678,1336,58.48086627562375,189,Overstrain Failure
1,297.74017756492646,308.31703234764706,1396,57.64934686937501,199,Overstrain Failure
1,296.9058606974547,307.2426281102729,1368,54.13090671536344,216,Overstrain Failure
1,298.493116390778,308.97243144197006,1401,55.84136989761598,217,Overstrain Failure
1,300.0348383817653,309.970494273883,1393,58.51475286305849,193,Overstrain Failure
1,299.1737761412464,308.8079669681221,1291,63.131867872488556,213,Overstrain Failure
1,300.46551791823475,309.7862071672939,1379,54.358617576120075,206,Overstrain Failure
1,299.7434242637551,309.7566288069242,1342,58.986795456830905,202,Overstrain Failure
1,299.13290725303995,309.219744351824,1353,55.55265160486389,207,Overstrain Failure
1,299.8913323898331,309.0565329559333,1414,52.64429510711377,227,Overstrain Failure
1,301.0964589260255,310.28801184856627,1379,52.898635070489924,211,Overstrain Failure
1,298.865727464619,308.82524761333593,1349,58.55952014871694,200,Overstrain Failure
1,301.7029940920943,310.8411976368377,1354,58.31497046047118,197,Overstrain Failure
1,300.9627621848475,310.84067721956455,1370,56.345351936429616,206,Overstrain Failure
1,298.407864099082,308.17825434639286,1411,52.31480487634459,217,Overstrain Failure
1,302.0553871286209,310.9716005330241,1244,63.424164050983016,190,Overstrain Failure
1,300.8362024021958,311.2,1270,67.00690314344612,202,Overstrain Failure
1,302.9886607928737,312.0564073840286,1357,57.13873295577443,194,Overstrain Failure
1,299.4965953333244,309.9220901739026,1302,61.169121130433616,196,Overstrain Failure
1,298.2254771561085,308.6074688492389,1403,56.03601661373927,217,Overstrain Failure
1,299.46120645242337,309.89359631290097,1430,49.496612443959336,229,Overstrain Failure
1,297.0150140271912,307.90455820653756,1399,57.01112552444311,202,Overstrain Failure
1,298.162203090637,308.5211860326868,1403,56.082034115900406,217,Overstrain Failure
1,300.086493008882,310.1846893953037,1339,59.53603205012767,203,Overstrain Failure
1,300.8115970475625,310.79903685073333,1397,58.100481574633335,190,Overstrain Failure
1,300.5705058482601,310.21657602738134,1410,51.04171198630933,227,Overstrain Failure
1,301.16805072342345,310.6890734297898,1379,51.27060748933929,230,Overstrain Failure
1,299.2215209529158,309.16614071468683,1302,61.510760476457904,187,Overstrain Failure
1,298.4164031561603,308.6540384876664,1308,61.02822649862961,190,Overstrain Failure
1,297.65589365186617,308.4292565263478,1339,61.02139832385957,206,Overstrain Failure
1,299.18563166283616,310.04992770498166,1283,62.899710819926554,214,Overstrain Failure
1,298.6418192490472,308.43206142426953,1376,53.67351447560345,215,Overstrain Failure
1,297.17691681957547,308.321233785403,1288,62.04916306342289,197,Overstrain Failure
1,298.3467346095158,308.89196036940353,1374,56.817588110821056,203,Overstrain Failure
1,298.1618569795668,308.6955971502396,1353,53.61883191106007,208,Overstrain Failure
1,301.60940413554084,310.7023510338852,1380,51.764734491721825,216,Overstrain Failure
1,301.1128777987991,310.7237406706696,1248,61.5404290970888,183,Overstrain Failure
1,298.8142554865247,308.5758984970317,1280,60.546572042027876,215,Overstrain Failure
1,301.1938064919022,311.22897337568173,1363,56.527587662163285,198,Overstrain Failure
1,299.97169534214083,310.9289271228544,1400,51.8184547952426,220,Overstrain Failure
1,301.05712153470324,311.4833582095128,1336,56.68335820951284,196,Overstrain Failure
2,300.4286188522168,310.0108152390671,1347,60.64109819342514,207,Overstrain Failure
1,301.9934751914652,311.1956501276435,1270,65.27063836159358,182,Overstrain Failure
1,297.3565993035595,308.5505803885958,1288,61.97349527125907,203,Overstrain Failure
1,301.6494095914825,312.26073454707205,1369,60.03441190053235,209,Overstrain Failure
1,301.394797624497,310.7635833714794,1284,62.29826222082921,183,Overstrain Failure
1,302.41816633808526,311.54317698065165,1228,67.76814505295246,185,Overstrain Failure
1,301.98863671264183,310.79608162504894,1383,50.319983712250576,230,Overstrain Failure
1,301.9985438388611,310.7988134983313,1383,50.30177975250307,230,Overstrain Failure
1,300.36159158800325,310.7440926548655,1296,62.05135995083958,203,Overstrain Failure
1,300.15875682357364,310.8227399191536,1294,61.427966191159875,204,Overstrain Failure
1,300.0649861289626,309.8883287096542,1338,55.903890430115275,205,Overstrain Failure
1,299.9201609989731,309.61011404093927,1348,59.829805459574224,192,Overstrain Failure
1,298.8487357155373,310.0672185741821,1370,53.663862143983586,226,Overstrain Failure
1,302.1978169515776,311.3408820038083,1356,57.515325261153535,194,Overstrain Failure
1,300.30310791017325,310.67674819947246,1367,56.262402877807084,204,Overstrain Failure
1,296.428545670267,307.14786658298476,1371,55.161358174564526,218,Overstrain Failure
1,299.89050731664526,310.3889469910712,1340,59.042782440051354,192,Overstrain Failure
1,296.9077483626555,307.8,1398,57.04576146141116,202,Overstrain Failure
1,300.7,311.8981970991041,1335,57.12343771164659,193,Overstrain Failure
1,299.57629688474196,308.82513079497494,1383,53.26230380753759,219,Overstrain Failure
1,299.85679794191583,309.7567979419158,1342,60.0432020580842,195,Overstrain Failure
1,300.8997893755735,310.89310866727845,1398,58.05344566636079,190,Overstrain Failure
1,298.3022854586603,309.07480496241845,1398,56.016415781944325,211,Overstrain Failure
1,299.59452230037346,310.4792696400498,1373,53.1063906495643,228,Overstrain Failure
1,296.7192990268109,307.07938664845955,1368,54.34078859483772,216,Overstrain Failure
1,298.59366748352693,309.4575008752074,1369,56.444666433278016,203,Overstrain Failure
1,300.7891599627283,310.11680074543324,1314,64.4111169437237,192,Overstrain Failure
1,301.6496267911255,310.7124066977814,1380,51.6138995332793,217,Overstrain Failure
1,299.72041593033305,309.4686279506526,1347,60.07116408418092,191,Overstrain Failure
1,299.16898895615634,310.0353653366368,1284,62.84146134654726,214,Overstrain Failure
1,298.950957744495,309.1168964775341,1382,56.83896549251136,202,Overstrain Failure
1,299.6848497695055,310.1462124423764,1364,58.24949923168498,204,Overstrain Failure
1,299.17476196301504,308.9623626709702,1310,62.612106323447925,190,Overstrain Failure
1,298.9816111667808,309.69237378798255,1398,55.49148228021485,216,Overstrain Failure
1,299.6175200277012,309.93931432528746,1275,64.64244580398486,211,Overstrain Failure
1,302.51260834698013,312.1804345335573,1246,61.32076157936188,196,Overstrain Failure
1,299.575484399402,309.48051669269546,1390,58.75974165365226,194,Overstrain Failure
1,299.61127757194595,309.2245110287784,1298,64.90498682434412,211,Overstrain Failure
1,298.66228550785746,308.40608147045947,1285,61.524325881837875,215,Overstrain Failure
1,298.274682774891,308.4876710835677,1309,61.009741231507526,189,Overstrain Failure
1,297.13988262657995,307.280576680378,1374,54.62474100316605,215,Overstrain Failure
1,299.89132666878675,308.9679963647928,1415,51.72133575680483,227,Overstrain Failure
1,298.61836625934103,309.63673251868204,1354,53.381633740658984,211,Overstrain Failure
1,298.0,308.2836078900795,1362,56.160707713101594,216,Overstrain Failure
1,299.30957206969225,309.99287162090764,1373,55.94765765575378,201,Overstrain Failure
1,300.43388694761376,310.2663556803082,1275,64.30612056290872,187,Overstrain Failure
1,300.1783762327675,310.0020462016773,1377,57.15061386050318,203,Overstrain Failure
1,299.2307677464326,309.82122993800226,1337,57.216921295719146,204,Overstrain Failure
1,300.34347072775404,311.0596095725631,1395,51.06585680402587,220,Overstrain Failure
1,299.52651777654773,310.62872759126003,1335,56.61104907356155,199,Overstrain Failure
1,302.49629477966505,312.55185133050986,1367,59.98148157627094,207,Overstrain Failure
1,302.57851118524695,311.59328474538967,1227,68.14896406496145,186,Overstrain Failure
1,301.9272957448333,310.86151898514106,1383,50.29440736498717,230,Overstrain Failure
1,297.21279902805213,308.0843627527747,1399,56.858291660141504,204,Overstrain Failure
0,302.68906562279193,312.3735870530457,1410,53.60982678192903,244,Overstrain Failure
1,297.1020188679577,307.47685062896124,1365,56.35100943397885,215,Overstrain Failure
1,299.42537133805155,308.71446948256886,1383,53.50188330065531,217,Overstrain Failure
1,298.0490680787872,308.2672879474752,1406,55.56211497576688,218,Overstrain Failure
1,299.04880613693183,309.9488061369318,1370,55.99283682159084,201,Overstrain Failure
1,299.4391251611191,309.55401524916306,1376,57.01620457474892,203,Overstrain Failure
1,301.7369567046273,311.0246378030849,1276,64.11630517082293,182,Overstrain Failure
1,297.42703426576554,308.07330193008994,1385,56.809952895134906,200,Overstrain Failure
1,303.12785296941075,312.8430026059512,1259,58.798845151557245,210,Overstrain Failure
1,299.76672015739206,310.23919322824287,1300,61.204354803138095,197,Overstrain Failure
1,301.8414618277879,311.9723568099385,1264,63.922768459232294,210,Overstrain Failure
1,297.5150372198687,309.1744354822867,1331,70.80601426597927,29,Power Failure
1,299.70953171641094,309.62963577943077,1412,63.946014614442895,199,Power Failure
0,297.06890783039415,308.23589466330753,1389,63.952341878531655,91,Power Failure
1,302.0470227491523,310.7973649115504,1335,67.69804923634658,191,Power Failure
1,298.0323148964492,308.36367168695926,1258,69.20497152253066,112,Power Failure
1,300.5924364794135,311.00588191948685,2480,13.37983183989003,168,Power Failure
1,300.9371016710161,310.8122855151625,1282,67.82481615585358,10,Power Failure
1,301.86841258398005,310.04326262130456,1284,68.42455011197342,109,Power Failure
1,296.52279259378815,307.56203796490576,1321,68.75950972468806,24,Power Failure
1,302.58566275050276,311.13753584214305,1395,62.06109518126974,134,Power Failure
1,300.2034124267364,309.9611653908975,1330,70.27653174262615,191,Power Failure
1,302.3252179872659,310.703092648273,1284,69.03362398302123,105,Power Failure
0,300.4300499962938,310.0201999851753,2554,12.860099992587637,89,Power Failure
0,300.6934529809673,311.0738119238694,2479,13.386905961934707,168,Power Failure
2,299.9077678473259,310.1318948430878,1296,68.46551587447023,111,Power Failure
1,299.17188051974745,308.80482552895523,1257,69.64891784734786,117,Power Failure
1,297.6083027302313,308.2601681834618,1405,61.40373090646105,110,Power Failure
1,298.3610094164728,308.1368224620331,1302,66.42635507593381,40,Power Failure
1,303.14464642085505,312.1596137552843,1282,70.51638739314235,94,Power Failure
1,300.002551982889,309.705103965778,2519,13.167517327629664,175,Power Failure
1,303.26585798813414,312.0357790926531,1284,69.92358974349867,99,Power Failure
1,301.6040375704287,310.82705241245185,1433,61.388156306613695,174,Power Failure
1,298.1261840733039,307.7187029095027,2566,12.803740581900552,126,Power Failure
2,301.0073688314005,309.9282650312221,1288,68.3026120249777,111,Power Failure
1,301.45877618486446,310.27376666309556,1275,68.4841555579363,115,Power Failure
1,298.98114142034416,308.9386683429318,1314,67.3415218937922,18,Power Failure
1,302.7738678981714,311.52160369451406,1272,69.43441015991368,117,Power Failure
1,298.85049451863637,308.23606751331164,2557,12.907213502662334,153,Power Failure
1,296.43437441776865,307.3035802803633,1317,68.2888021318526,23,Power Failure
1,298.5,308.70891454549457,1298,66.45658909092141,30,Power Failure
1,302.87088853024375,311.4912834325743,1284,69.76118470699163,99,Power Failure
2,297.27047892443966,308.02819156977586,1260,68.90872337208965,105,Power Failure
1,300.5126310254036,309.9336284883916,1405,61.88061072930721,189,Power Failure
1,298.0043027541073,308.98177106111217,1299,67.06050708792198,14,Power Failure
1,303.27413000479373,312.0486466741236,1284,69.94748668051523,99,Power Failure
1,300.9792607305906,310.04024642313647,1402,61.4240759132383,181,Power Failure
1,301.15203520133235,310.0785678553933,1272,68.61428809640447,116,Power Failure
2,299.0830454431282,308.75321817725126,1270,68.6187127290995,107,Power Failure
0,302.58363019499075,312.04919953342994,1287,69.83932357938309,141,Power Failure
1,297.58181839864574,308.7237764906409,1399,62.64685451453463,61,Power Failure
1,300.16247289737953,310.8733471760961,1314,67.06140715160424,16,Power Failure
1,297.61653875807997,308.56090152571,1396,61.615036215230006,59,Power Failure
1,298.9123505291689,310.170783509723,1384,64.60358729994567,83,Power Failure
1,298.5,308.79340031745454,1297,66.48258471306295,28,Power Failure
1,300.89807041489615,310.0673098617013,1403,61.32258801862017,185,Power Failure
1,299.92517653574527,309.57926801126115,1318,68.28745096229298,175,Power Failure
1,299.8397896534619,309.5913200247489,1291,67.12448594059192,25,Power Failure
1,300.6689861955755,310.4524087415591,1285,67.63476073573877,15,Power Failure
1,302.58913962940005,311.04887166769976,1284,68.10860370599943,115,Power Failure
1,298.89006403415027,308.6050664970022,1298,66.54003940563094,37,Power Failure
1,300.1711424409253,309.735924571062,1406,62.68939948201901,189,Power Failure
1,300.825575351302,309.87082067810127,1270,68.75278621459915,116,Power Failure
